Position: x = 0.00240719, y = 0.00485368
Position: x = 0.433143, y = -7.29941
Position: x = 0.412628, y = -7.3036
Position: x = 0.391922, y = -7.30699
Position: x = 0.371103, y = -7.30955
Position: x = 0.350206, y = -7.3113
Position: x = 0.32926, y = -7.31222
Position: x = 0.308301, y = -7.31231
Position: x = 0.287358, y = -7.31159
Position: x = 0.266467, y = -7.31003
Position: x = 0.245657, y = -7.30766
Position: x = 0.224963, y = -7.30447
Position: x = 0.204415, y = -7.30047
Position: x = 0.184046, y = -7.29567
Position: x = 0.163886, y = -7.29007
Position: x = 0.143969, y = -7.28368
Position: x = 0.130557, y = -7.27888
Position: x = 0.123494, y = -7.2762
Position: x = 0.121794, y = -7.27555
Position: x = 0.121791, y = -7.27556
Position: x = 0.121784, y = -7.27559
Position: x = 0.121763, y = -7.27563
Position: x = 0.121734, y = -7.2757
Position: x = 0.121697, y = -7.27578
Position: x = 0.121658, y = -7.27587
Position: x = 0.121617, y = -7.27596
Position: x = 0.121577, y = -7.27605
Position: x = 0.121536, y = -7.27614
Position: x = 0.121496, y = -7.27623
Position: x = 0.121455, y = -7.27632
Position: x = 0.121414, y = -7.27642
Position: x = 0.121374, y = -7.27651
Position: x = 0.121333, y = -7.2766
Position: x = 0.121293, y = -7.27669
Position: x = 0.121252, y = -7.27679
Position: x = 0.121213, y = -7.27687
Position: x = 0.121174, y = -7.27696
Position: x = 0.121135, y = -7.27705
Position: x = 0.121096, y = -7.27714
Position: x = 0.121057, y = -7.27722
Position: x = 0.121019, y = -7.27731
Position: x = 0.120979, y = -7.27739
Position: x = 0.120857, y = -7.27745
Position: x = 0.120165, y = -7.27728
Position: x = 0.118922, y = -7.27687
Position: x = 0.117189, y = -7.27622
Position: x = 0.114839, y = -7.27528
Position: x = 0.111839, y = -7.27409
Position: x = 0.108314, y = -7.27266
Position: x = 0.104246, y = -7.27095
Position: x = 0.0996203, y = -7.26884
Position: x = 0.0942792, y = -7.2665
Position: x = 0.0883977, y = -7.26376
Position: x = 0.0819867, y = -7.26065
Position: x = 0.0751187, y = -7.25719
Position: x = 0.0675571, y = -7.25333
Position: x = 0.0594343, y = -7.24895
Position: x = 0.0507482, y = -7.24411
Position: x = 0.0418343, y = -7.23885
Position: x = 0.0324009, y = -7.23307
Position: x = 0.0224296, y = -7.2267
Position: x = 0.0119121, y = -7.21966
Position: x = 0.00123384, y = -7.21206
Position: x = -0.00962435, y = -7.20406
Position: x = -0.0208125, y = -7.19526
Position: x = -0.0326539, y = -7.1855
Position: x = -0.0444644, y = -7.17514
Position: x = -0.0564331, y = -7.164
Position: x = -0.0685883, y = -7.15197
Position: x = -0.0809157, y = -7.13892
Position: x = -0.0930009, y = -7.12518
Position: x = -0.10499, y = -7.11058
Position: x = -0.116638, y = -7.0953
Position: x = -0.127704, y = -7.07961
Position: x = -0.13801, y = -7.06382
Position: x = -0.14773, y = -7.04792
Position: x = -0.156634, y = -7.0322
Position: x = -0.164732, y = -7.01676
Position: x = -0.172133, y = -7.00157
Position: x = -0.179103, y = -6.98633
Position: x = -0.18534, y = -6.97154
Position: x = -0.190927, y = -6.95718
Position: x = -0.19619, y = -6.94285
Position: x = -0.200882, y = -6.92898
Position: x = -0.205122, y = -6.91546
Position: x = -0.208864, y = -6.9024
Position: x = -0.212248, y = -6.8897
Position: x = -0.215364, y = -6.87721
Position: x = -0.218115, y = -6.86532
Position: x = -0.220581, y = -6.85385
Position: x = -0.222793, y = -6.84282
Position: x = -0.224748, y = -6.83206
Position: x = -0.226502, y = -6.82187
Position: x = -0.228062, y = -6.81209
Position: x = -0.2295, y = -6.80279
Position: x = -0.230818, y = -6.79398
Position: x = -0.231984, y = -6.78557
Position: x = -0.233064, y = -6.77762
Position: x = -0.233982, y = -6.77009
Position: x = -0.234891, y = -6.76314
Position: x = -0.235685, y = -6.75659
Position: x = -0.236433, y = -6.7505
Position: x = -0.237152, y = -6.74488
Position: x = -0.237779, y = -6.73975
Position: x = -0.238387, y = -6.73511
Position: x = -0.238927, y = -6.73089
Position: x = -0.239372, y = -6.72706
Position: x = -0.239758, y = -6.72376
Position: x = -0.240073, y = -6.72089
Position: x = -0.2403, y = -6.71845
Position: x = -0.240435, y = -6.71645
Position: x = -0.24046, y = -6.71488
Position: x = -0.240351, y = -6.71378
Position: x = -0.24011, y = -6.7131
Position: x = -0.239728, y = -6.71284
Position: x = -0.239224, y = -6.71299
Position: x = -0.238497, y = -6.71365
Position: x = -0.237549, y = -6.71476
Position: x = -0.236343, y = -6.71632
Position: x = -0.23486, y = -6.71833
Position: x = -0.233064, y = -6.72079
Position: x = -0.230972, y = -6.72365
Position: x = -0.228607, y = -6.72682
Position: x = -0.225861, y = -6.73036
Position: x = -0.22268, y = -6.73429
Position: x = -0.219061, y = -6.73856
Position: x = -0.215011, y = -6.74312
Position: x = -0.210316, y = -6.74824
Position: x = -0.204896, y = -6.75413
Position: x = -0.199169, y = -6.76028
Position: x = -0.193224, y = -6.76624
Position: x = -0.187057, y = -6.77199
Position: x = -0.180674, y = -6.77758
Position: x = -0.173976, y = -6.78281
Position: x = -0.167046, y = -6.78775
Position: x = -0.159948, y = -6.79243
Position: x = -0.153252, y = -6.79649
Position: x = -0.147404, y = -6.79962
Position: x = -0.142508, y = -6.80185
Position: x = -0.138516, y = -6.80332
Position: x = -0.135459, y = -6.80412
Position: x = -0.133408, y = -6.80433
Position: x = -0.132573, y = -6.80387
Position: x = -0.13284, y = -6.80296
Position: x = -0.134192, y = -6.80169
Position: x = -0.136687, y = -6.80014
Position: x = -0.140499, y = -6.79833
Position: x = -0.145667, y = -6.79646
Position: x = -0.151961, y = -6.79456
Position: x = -0.159558, y = -6.79277
Position: x = -0.168404, y = -6.79111
Position: x = -0.178724, y = -6.7897
Position: x = -0.190368, y = -6.78869
Position: x = -0.203289, y = -6.78805
Position: x = -0.217457, y = -6.78775
Position: x = -0.233073, y = -6.78792
Position: x = -0.249976, y = -6.78872
Position: x = -0.26797, y = -6.79023
Position: x = -0.287115, y = -6.79264
Position: x = -0.306428, y = -6.79581
Position: x = -0.324263, y = -6.79941
Position: x = -0.335573, y = -6.80186
Position: x = -0.341024, y = -6.80314
Position: x = -0.341642, y = -6.80332
Position: x = -0.341629, y = -6.8034
Position: x = -0.341613, y = -6.80349
Position: x = -0.341597, y = -6.80358
Position: x = -0.34158, y = -6.80367
Position: x = -0.341939, y = -6.80385
Position: x = -0.341923, y = -6.80394
Position: x = -0.341906, y = -6.80404
Position: x = -0.34189, y = -6.80413
Position: x = -0.341873, y = -6.80422
Position: x = -0.341856, y = -6.80432
Position: x = -0.34184, y = -6.80441
Position: x = -0.341823, y = -6.80451
Position: x = -0.341805, y = -6.8046
Position: x = -0.341788, y = -6.80469
Position: x = -0.341771, y = -6.80479
Position: x = -0.341753, y = -6.80488
Position: x = -0.341736, y = -6.80498
Position: x = -0.341718, y = -6.80507
Position: x = -0.3417, y = -6.80517
Position: x = -0.341682, y = -6.80526
Position: x = -0.341664, y = -6.80535
Position: x = -0.341646, y = -6.80545
Position: x = -0.341628, y = -6.80554
Position: x = -0.34161, y = -6.80564
Position: x = -0.341591, y = -6.80573
Position: x = -0.341573, y = -6.80583
Position: x = -0.341554, y = -6.80592
Position: x = -0.341535, y = -6.80601
Position: x = -0.341516, y = -6.80611
Position: x = -0.341497, y = -6.8062
Position: x = -0.341478, y = -6.8063
Position: x = -0.341459, y = -6.80639
Position: x = -0.341439, y = -6.80649
Position: x = -0.34142, y = -6.80658
Position: x = -0.3414, y = -6.80667
Position: x = -0.34138, y = -6.80677
Position: x = -0.341361, y = -6.80686
Position: x = -0.341341, y = -6.80695
Position: x = -0.341321, y = -6.80705
Position: x = -0.341301, y = -6.80714
Position: x = -0.341281, y = -6.80723
Position: x = -0.341261, y = -6.80733
Position: x = -0.341241, y = -6.80742
Position: x = -0.341221, y = -6.80751
Position: x = -0.3412, y = -6.8076
Position: x = -0.34118, y = -6.8077
Position: x = -0.341159, y = -6.80779
Position: x = -0.341139, y = -6.80788
Position: x = -0.341118, y = -6.80797
Position: x = -0.341097, y = -6.80807
Position: x = -0.341076, y = -6.80816
Position: x = -0.341055, y = -6.80825
Position: x = -0.341033, y = -6.80835
Position: x = -0.341012, y = -6.80844
Position: x = -0.340991, y = -6.80853
Position: x = -0.340969, y = -6.80862
Position: x = -0.340947, y = -6.80872
Position: x = -0.340926, y = -6.80881
Position: x = -0.340904, y = -6.8089
Position: x = -0.340882, y = -6.809
Position: x = -0.34086, y = -6.80909
Position: x = -0.340838, y = -6.80918
Position: x = -0.340815, y = -6.80927
Position: x = -0.340793, y = -6.80937
Position: x = -0.34077, y = -6.80946
Position: x = -0.340748, y = -6.80955
Position: x = -0.340725, y = -6.80965
Position: x = -0.340702, y = -6.80974
Position: x = -0.340679, y = -6.80983
Position: x = -0.340656, y = -6.80993
Position: x = -0.340631, y = -6.81002
Position: x = -0.340606, y = -6.81012
Position: x = -0.340581, y = -6.81021
Position: x = -0.340557, y = -6.8103
Position: x = -0.340532, y = -6.8104
Position: x = -0.340508, y = -6.81049
Position: x = -0.340483, y = -6.81058
Position: x = -0.340458, y = -6.81067
Position: x = -0.340434, y = -6.81077
Position: x = -0.340409, y = -6.81086
Position: x = -0.340384, y = -6.81095
Position: x = -0.340359, y = -6.81105
Position: x = -0.340333, y = -6.81114
Position: x = -0.340308, y = -6.81123
Position: x = -0.340283, y = -6.81132
Position: x = -0.340258, y = -6.81141
Position: x = -0.340232, y = -6.81151
Position: x = -0.340207, y = -6.8116
Position: x = -0.340181, y = -6.81169
Position: x = -0.340155, y = -6.81178
Position: x = -0.340129, y = -6.81187
Position: x = -0.340103, y = -6.81197
Position: x = -0.340077, y = -6.81206
Position: x = -0.340051, y = -6.81215
Position: x = -0.340025, y = -6.81224
Position: x = -0.339999, y = -6.81233
Position: x = -0.339972, y = -6.81243
Position: x = -0.339946, y = -6.81252
Position: x = -0.339919, y = -6.81261
Position: x = -0.339892, y = -6.8127
Position: x = -0.339865, y = -6.81279
Position: x = -0.339838, y = -6.81288
Position: x = -0.339811, y = -6.81298
Position: x = -0.339784, y = -6.81307
Position: x = -0.339757, y = -6.81316
Position: x = -0.33973, y = -6.81325
Position: x = -0.339702, y = -6.81334
Position: x = -0.339675, y = -6.81343
Position: x = -0.339658, y = -6.81353
Position: x = -0.339649, y = -6.81362
Position: x = -0.339641, y = -6.81372
Position: x = -0.339632, y = -6.81381
Position: x = -0.339623, y = -6.81391
Position: x = -0.339614, y = -6.814
Position: x = -0.339606, y = -6.8141
Position: x = -0.339598, y = -6.8142
Position: x = -0.339589, y = -6.81429
Position: x = -0.339581, y = -6.81439
Position: x = -0.339572, y = -6.81448
Position: x = -0.339564, y = -6.81458
Position: x = -0.339555, y = -6.81468
Position: x = -0.339546, y = -6.81477
Position: x = -0.339537, y = -6.81487
Position: x = -0.339528, y = -6.81497
Position: x = -0.339519, y = -6.81506
Position: x = -0.33951, y = -6.81516
Position: x = -0.339501, y = -6.81526
Position: x = -0.339491, y = -6.81535
Position: x = -0.339482, y = -6.81545
Position: x = -0.339472, y = -6.81555
Position: x = -0.339463, y = -6.81564
Position: x = -0.339453, y = -6.81574
Position: x = -0.339443, y = -6.81584
Position: x = -0.339433, y = -6.81593
Position: x = -0.339423, y = -6.81603
Position: x = -0.339412, y = -6.81613
Position: x = -0.339402, y = -6.81622
Position: x = -0.339392, y = -6.81632
Position: x = -0.339381, y = -6.81642
Position: x = -0.339371, y = -6.81651
Position: x = -0.33936, y = -6.81661
Position: x = -0.339349, y = -6.81671
Position: x = -0.339338, y = -6.81681
Position: x = -0.339327, y = -6.8169
Position: x = -0.339316, y = -6.817
Position: x = -0.339304, y = -6.8171
Position: x = -0.339293, y = -6.81719
Position: x = -0.339281, y = -6.81729
Position: x = -0.33927, y = -6.81739
Position: x = -0.339258, y = -6.81748
Position: x = -0.339246, y = -6.81758
Position: x = -0.339234, y = -6.81768
Position: x = -0.33918, y = -6.81788
Position: x = -0.339152, y = -6.81799
Position: x = -0.339127, y = -6.81809
Position: x = -0.339101, y = -6.81818
Position: x = -0.339076, y = -6.81828
Position: x = -0.33905, y = -6.81837
Position: x = -0.339025, y = -6.81847
Position: x = -0.338999, y = -6.81856
Position: x = -0.338973, y = -6.81866
Position: x = -0.338948, y = -6.81875
Position: x = -0.338922, y = -6.81885
Position: x = -0.338896, y = -6.81894
Position: x = -0.33887, y = -6.81904
Position: x = -0.338844, y = -6.81913
Position: x = -0.338818, y = -6.81923
Position: x = -0.338791, y = -6.81932
Position: x = -0.338765, y = -6.81942
Position: x = -0.338739, y = -6.81951
Position: x = -0.338712, y = -6.81961
Position: x = -0.338686, y = -6.8197
Position: x = -0.338659, y = -6.8198
Position: x = -0.338633, y = -6.81989
Position: x = -0.338606, y = -6.81999
Position: x = -0.338579, y = -6.82008
Position: x = -0.338552, y = -6.82018
Position: x = -0.338525, y = -6.82027
Position: x = -0.338498, y = -6.82037
Position: x = -0.338472, y = -6.82046
Position: x = -0.338447, y = -6.82056
Position: x = -0.338422, y = -6.82065
Position: x = -0.338397, y = -6.82075
Position: x = -0.338371, y = -6.82085
Position: x = -0.338346, y = -6.82094
Position: x = -0.338322, y = -6.82104
Position: x = -0.338301, y = -6.82113
Position: x = -0.33828, y = -6.82122
Position: x = -0.338259, y = -6.82131
Position: x = -0.338238, y = -6.8214
Position: x = -0.338217, y = -6.82149
Position: x = -0.338196, y = -6.82158
Position: x = -0.338174, y = -6.82166
Position: x = -0.338153, y = -6.82175
Position: x = -0.338134, y = -6.82184
Position: x = -0.338125, y = -6.82189
Position: x = -0.338125, y = -6.82191
Position: x = -0.338116, y = -6.82197
Position: x = -0.338112, y = -6.82201
Position: x = -0.338112, y = -6.82204
Position: x = -0.338115, y = -6.82205
Position: x = -0.33812, y = -6.82206
Position: x = -0.338127, y = -6.82207
Position: x = -0.338134, y = -6.82207
Position: x = -0.338141, y = -6.82208
Position: x = -0.338146, y = -6.82211
Position: x = -0.338153, y = -6.82213
Position: x = -0.338161, y = -6.82214
Position: x = -0.338169, y = -6.82215
Position: x = -0.338177, y = -6.82216
Position: x = -0.338186, y = -6.82216
Position: x = -0.338195, y = -6.82217
Position: x = -0.338204, y = -6.82217
Position: x = -0.338214, y = -6.82218
Position: x = -0.338223, y = -6.82218
Position: x = -0.338232, y = -6.82218
Position: x = -0.338241, y = -6.82218
Position: x = -0.33825, y = -6.82218
Position: x = -0.338259, y = -6.82218
Position: x = -0.338268, y = -6.82218
Position: x = -0.338277, y = -6.82219
Position: x = -0.338286, y = -6.82219
Position: x = -0.338294, y = -6.82219
Position: x = -0.338303, y = -6.82219
Position: x = -0.338311, y = -6.82219
Position: x = -0.33832, y = -6.82219
Position: x = -0.338328, y = -6.82219
Position: x = -0.338336, y = -6.82219
Position: x = -0.338344, y = -6.82219
Position: x = -0.338352, y = -6.82219
Position: x = -0.338359, y = -6.82219
Position: x = -0.338367, y = -6.82219
Position: x = -0.338374, y = -6.82219
Position: x = -0.338382, y = -6.82219
Position: x = -0.338389, y = -6.82219
Position: x = -0.338396, y = -6.82219
Position: x = -0.338403, y = -6.82219
Position: x = -0.33841, y = -6.82219
Position: x = -0.338417, y = -6.82219
Position: x = -0.338424, y = -6.82219
Position: x = -0.33843, y = -6.82219
Position: x = -0.338437, y = -6.82219
Position: x = -0.338443, y = -6.82219
Position: x = -0.338449, y = -6.82219
Position: x = -0.338455, y = -6.82219
Position: x = -0.338461, y = -6.82219
Position: x = -0.338467, y = -6.82219
Position: x = -0.338473, y = -6.82219
Position: x = -0.338478, y = -6.82219
Position: x = -0.338697, y = -6.82224
Position: x = -0.339499, y = -6.8224
Position: x = -0.340886, y = -6.82268
Position: x = -0.34297, y = -6.823
Position: x = -0.34567, y = -6.82347
Position: x = -0.348993, y = -6.82401
Position: x = -0.352962, y = -6.82459
Position: x = -0.357614, y = -6.82533
Position: x = -0.362945, y = -6.82612
Position: x = -0.368891, y = -6.82685
Position: x = -0.375465, y = -6.82769
Position: x = -0.382704, y = -6.82847
Position: x = -0.390572, y = -6.8292
Position: x = -0.399165, y = -6.82989
Position: x = -0.408474, y = -6.83054
Position: x = -0.418533, y = -6.83114
Position: x = -0.429139, y = -6.83141
Position: x = -0.440395, y = -6.83154
Position: x = -0.452357, y = -6.83151
Position: x = -0.465199, y = -6.83135
Position: x = -0.478553, y = -6.83081
Position: x = -0.492668, y = -6.83007
Position: x = -0.50738, y = -6.82909
Position: x = -0.522764, y = -6.82781
Position: x = -0.538873, y = -6.82613
Position: x = -0.555769, y = -6.82381
Position: x = -0.573204, y = -6.82089
Position: x = -0.590948, y = -6.81733
Position: x = -0.609305, y = -6.81312
Position: x = -0.628227, y = -6.80811
Position: x = -0.647612, y = -6.80216
Position: x = -0.666914, y = -6.79546
Position: x = -0.685789, y = -6.78815
Position: x = -0.7043, y = -6.78031
Position: x = -0.722531, y = -6.77183
Position: x = -0.740626, y = -6.76254
Position: x = -0.758423, y = -6.75252
Position: x = -0.775631, y = -6.74203
Position: x = -0.792492, y = -6.73089
Position: x = -0.808886, y = -6.71919
Position: x = -0.822359, y = -6.70885
Position: x = -0.830318, y = -6.7023
Position: x = -0.832807, y = -6.70009
Position: x = -0.832755, y = -6.70002
Position: x = -0.832701, y = -6.69994
Position: x = -0.832646, y = -6.69987
Position: x = -0.832591, y = -6.69979
Position: x = -0.832536, y = -6.69971
Position: x = -0.83248, y = -6.69963
Position: x = -0.832425, y = -6.69955
Position: x = -0.832369, y = -6.69948
Position: x = -0.832314, y = -6.6994
Position: x = -0.832258, y = -6.69932
Position: x = -0.832202, y = -6.69925
Position: x = -0.832146, y = -6.69917
Position: x = -0.83209, y = -6.69909
Position: x = -0.832033, y = -6.69901
Position: x = -0.831977, y = -6.69894
Position: x = -0.83192, y = -6.69886
Position: x = -0.831864, y = -6.69878
Position: x = -0.831807, y = -6.69871
Position: x = -0.83175, y = -6.69863
Position: x = -0.831693, y = -6.69855
Position: x = -0.831636, y = -6.69848
Position: x = -0.831579, y = -6.6984
Position: x = -0.831522, y = -6.69832
Position: x = -0.831464, y = -6.69825
Position: x = -0.831407, y = -6.69817
Position: x = -0.831349, y = -6.69809
Position: x = -0.831291, y = -6.69802
Position: x = -0.831233, y = -6.69794
Position: x = -0.831175, y = -6.69787
Position: x = -0.831117, y = -6.69779
Position: x = -0.831059, y = -6.69771
Position: x = -0.831001, y = -6.69764
Position: x = -0.830942, y = -6.69756
Position: x = -0.830883, y = -6.69749
Position: x = -0.830825, y = -6.69741
Position: x = -0.830766, y = -6.69734
Position: x = -0.830707, y = -6.69726
Position: x = -0.830648, y = -6.69719
Position: x = -0.830589, y = -6.69711
Position: x = -0.830529, y = -6.69704
Position: x = -0.83047, y = -6.69696
Position: x = -0.83041, y = -6.69689
Position: x = -0.83035, y = -6.69681
Position: x = -0.830291, y = -6.69674
Position: x = -0.830231, y = -6.69666
Position: x = -0.830171, y = -6.69658
Position: x = -0.830111, y = -6.69651
Position: x = -0.830051, y = -6.69643
Position: x = -0.829992, y = -6.69635
Position: x = -0.829932, y = -6.69628
Position: x = -0.829873, y = -6.6962
Position: x = -0.829813, y = -6.69613
Position: x = -0.829754, y = -6.69605
Position: x = -0.829694, y = -6.69597
Position: x = -0.829635, y = -6.6959
Position: x = -0.829576, y = -6.69582
Position: x = -0.829517, y = -6.69574
Position: x = -0.829458, y = -6.69567
Position: x = -0.829399, y = -6.69559
Position: x = -0.82934, y = -6.69551
Position: x = -0.829281, y = -6.69543
Position: x = -0.829222, y = -6.69536
Position: x = -0.829164, y = -6.69528
Position: x = -0.829105, y = -6.6952
Position: x = -0.829047, y = -6.69512
Position: x = -0.828989, y = -6.69504
Position: x = -0.828931, y = -6.69496
Position: x = -0.828874, y = -6.69488
Position: x = -0.828818, y = -6.6948
Position: x = -0.828764, y = -6.69472
Position: x = -0.82871, y = -6.69464
Position: x = -0.828657, y = -6.69455
Position: x = -0.828604, y = -6.69447
Position: x = -0.828552, y = -6.69438
Position: x = -0.8285, y = -6.6943
Position: x = -0.828449, y = -6.69421
Position: x = -0.828397, y = -6.69413
Position: x = -0.828345, y = -6.69404
Position: x = -0.828293, y = -6.69396
Position: x = -0.828245, y = -6.69388
Position: x = -0.828199, y = -6.6938
Position: x = -0.828152, y = -6.69372
Position: x = -0.828105, y = -6.69364
Position: x = -0.828058, y = -6.69356
Position: x = -0.828011, y = -6.69347
Position: x = -0.827964, y = -6.69339
Position: x = -0.827917, y = -6.69331
Position: x = -0.82787, y = -6.69323
Position: x = -0.827824, y = -6.69315
Position: x = -0.827789, y = -6.69309
Position: x = -0.827763, y = -6.69304
Position: x = -0.827745, y = -6.693
Position: x = -0.827739, y = -6.69297
Position: x = -0.827738, y = -6.69296
Position: x = -0.827739, y = -6.69295
Position: x = -0.82774, y = -6.69294
Position: x = -0.827743, y = -6.69293
Position: x = -0.827745, y = -6.69292
Position: x = -0.827747, y = -6.69291
Position: x = -0.82775, y = -6.69291
Position: x = -0.827752, y = -6.6929
Position: x = -0.827755, y = -6.69289
Position: x = -0.827757, y = -6.69288
Position: x = -0.82776, y = -6.69287
Position: x = -0.827763, y = -6.69286
Position: x = -0.827766, y = -6.69285
Position: x = -0.82777, y = -6.69285
Position: x = -0.827773, y = -6.69284
Position: x = -0.827776, y = -6.69283
Position: x = -0.827781, y = -6.69282
Position: x = -0.827785, y = -6.69281
Position: x = -0.827791, y = -6.6928
Position: x = -0.827796, y = -6.69279
Position: x = -0.827801, y = -6.69278
Position: x = -0.827806, y = -6.69277
Position: x = -0.827812, y = -6.69276
Position: x = -0.827817, y = -6.69275
Position: x = -0.827823, y = -6.69274
Position: x = -0.827829, y = -6.69272
Position: x = -0.827834, y = -6.69271
Position: x = -0.82784, y = -6.6927
Position: x = -0.827846, y = -6.69269
Position: x = -0.827852, y = -6.69268
Position: x = -0.827859, y = -6.69267
Position: x = -0.827865, y = -6.69266
Position: x = -0.827871, y = -6.69265
Position: x = -0.827878, y = -6.69264
Position: x = -0.827884, y = -6.69263
Position: x = -0.827891, y = -6.69262
Position: x = -0.827897, y = -6.6926
Position: x = -0.827904, y = -6.69259
Position: x = -0.82791, y = -6.69258
Position: x = -0.827917, y = -6.69257
Position: x = -0.827924, y = -6.69256
Position: x = -0.827931, y = -6.69255
Position: x = -0.827937, y = -6.69253
Position: x = -0.827964, y = -6.69255
Position: x = -0.82799, y = -6.69256
Position: x = -0.82801, y = -6.69256
Position: x = -0.828026, y = -6.69256
Position: x = -0.828041, y = -6.69256
Position: x = -0.828054, y = -6.69255
Position: x = -0.828066, y = -6.69254
Position: x = -0.828077, y = -6.69253
Position: x = -0.828088, y = -6.69252
Position: x = -0.8281, y = -6.69251
Position: x = -0.828111, y = -6.6925
Position: x = -0.828122, y = -6.69249
Position: x = -0.828133, y = -6.69248
Position: x = -0.828144, y = -6.69247
Position: x = -0.828154, y = -6.69246
Position: x = -0.828164, y = -6.69245
Position: x = -0.828175, y = -6.69244
Position: x = -0.828185, y = -6.69243
Position: x = -0.828195, y = -6.69242
Position: x = -0.828204, y = -6.69241
Position: x = -0.828214, y = -6.69239
Position: x = -0.828224, y = -6.69238
Position: x = -0.828233, y = -6.69237
Position: x = -0.828242, y = -6.69236
Position: x = -0.828252, y = -6.69235
Position: x = -0.828261, y = -6.69234
Position: x = -0.82827, y = -6.69233
Position: x = -0.828279, y = -6.69232
Position: x = -0.828287, y = -6.69231
Position: x = -0.828296, y = -6.6923
Position: x = -0.828305, y = -6.69229
Position: x = -0.828313, y = -6.69228
Position: x = -0.828321, y = -6.69227
Position: x = -0.828329, y = -6.69226
Position: x = -0.828337, y = -6.69225
Position: x = -0.828345, y = -6.69224
Position: x = -0.828353, y = -6.69223
Position: x = -0.828361, y = -6.69222
Position: x = -0.828368, y = -6.69222
Position: x = -0.828376, y = -6.69221
Position: x = -0.828383, y = -6.6922
Position: x = -0.82839, y = -6.69219
Position: x = -0.828396, y = -6.69218
Position: x = -0.828402, y = -6.69217
Position: x = -0.828409, y = -6.69216
Position: x = -0.828419, y = -6.69215
Position: x = -0.828429, y = -6.69214
Position: x = -0.828439, y = -6.69213
Position: x = -0.828449, y = -6.69212
Position: x = -0.828459, y = -6.69211
Position: x = -0.828469, y = -6.6921
Position: x = -0.828479, y = -6.69209
Position: x = -0.828488, y = -6.69208
Position: x = -0.828498, y = -6.69207
Position: x = -0.828507, y = -6.69206
Position: x = -0.828517, y = -6.69205
Position: x = -0.828526, y = -6.69204
Position: x = -0.828535, y = -6.69203
Position: x = -0.828544, y = -6.69202
Position: x = -0.828553, y = -6.69201
Position: x = -0.828561, y = -6.69201
Position: x = -0.82857, y = -6.692
Position: x = -0.828578, y = -6.69199
Position: x = -0.828587, y = -6.69198
Position: x = -0.828595, y = -6.69197
Position: x = -0.828603, y = -6.69196
Position: x = -0.828618, y = -6.69196
Position: x = -0.828653, y = -6.69199
Position: x = -0.828686, y = -6.69202
Position: x = -0.828714, y = -6.69204
Position: x = -0.828739, y = -6.69206
Position: x = -0.82876, y = -6.69207
Position: x = -0.828778, y = -6.69207
Position: x = -0.828794, y = -6.69208
Position: x = -0.828809, y = -6.69208
Position: x = -0.828821, y = -6.69208
Position: x = -0.828833, y = -6.69208
Position: x = -0.828843, y = -6.69208
Position: x = -0.828852, y = -6.69208
Position: x = -0.828861, y = -6.69207
Position: x = -0.828869, y = -6.69207
Position: x = -0.828877, y = -6.69206
Position: x = -0.828884, y = -6.69206
Position: x = -0.828891, y = -6.69205
Position: x = -0.828897, y = -6.69205
Position: x = -0.828903, y = -6.69204
Position: x = -0.828909, y = -6.69204
Position: x = -0.828915, y = -6.69203
Position: x = -0.82892, y = -6.69202
Position: x = -0.828925, y = -6.69202
Position: x = -0.82893, y = -6.69201
Position: x = -0.828935, y = -6.69201
Position: x = -0.828939, y = -6.692
Position: x = -0.828944, y = -6.692
Position: x = -0.828948, y = -6.69199
Position: x = -0.828952, y = -6.69199
Position: x = -0.828956, y = -6.69198
Position: x = -0.828959, y = -6.69197
Position: x = -0.828963, y = -6.69197
Position: x = -0.828966, y = -6.69196
Position: x = -0.828969, y = -6.69196
Position: x = -0.828972, y = -6.69195
Position: x = -0.828975, y = -6.69195
Position: x = -0.828978, y = -6.69195
Position: x = -0.828981, y = -6.69194
Position: x = -0.828983, y = -6.69194
Position: x = -0.828985, y = -6.69193
Position: x = -0.828987, y = -6.69193
Position: x = -0.828989, y = -6.69192
Position: x = -0.828991, y = -6.69192
Position: x = -0.828993, y = -6.69192
Position: x = -0.828994, y = -6.69191
Position: x = -0.828997, y = -6.69191
Position: x = -0.829003, y = -6.69191
Position: x = -0.829007, y = -6.69191
Position: x = -0.829009, y = -6.69191
Position: x = -0.829011, y = -6.69191
Position: x = -0.829013, y = -6.69191
Position: x = -0.829014, y = -6.69191
Position: x = -0.829014, y = -6.69191
Position: x = -0.829015, y = -6.69191
Position: x = -0.829019, y = -6.6919
Position: x = -0.829024, y = -6.6919
Position: x = -0.829029, y = -6.69189
Position: x = -0.829034, y = -6.69189
Position: x = -0.829039, y = -6.69188
Position: x = -0.829044, y = -6.69188
Position: x = -0.829049, y = -6.69187
Position: x = -0.829054, y = -6.69187
Position: x = -0.829058, y = -6.69186
Position: x = -0.829064, y = -6.69186
Position: x = -0.82907, y = -6.69186
Position: x = -0.829076, y = -6.69186
Position: x = -0.82908, y = -6.69185
Position: x = -0.829085, y = -6.69185
Position: x = -0.829089, y = -6.69185
Position: x = -0.829094, y = -6.69184
Position: x = -0.829106, y = -6.69185
Position: x = -0.829121, y = -6.69187
Position: x = -0.829131, y = -6.69187
Position: x = -0.829139, y = -6.69188
Position: x = -0.829146, y = -6.69188
Position: x = -0.829151, y = -6.69189
Position: x = -0.829156, y = -6.69189
